지점,지점명,일시,기온(°C),기온 QC플래그
108,서울,2023-01-07 00:01,1,0
108,서울,2023-01-07 00:02,1,0
108,서울,2023-01-07 00:03,1,0
108,서울,2023-01-07 00:04,1,0
108,서울,2023-01-07 00:05,1,0
108,서울,2023-01-07 00:06,1,0
108,서울,2023-01-07 00:07,1,0
108,서울,2023-01-07 00:08,1,0
108,서울,2023-01-07 00:09,1,0
108,서울,2023-01-07 00:10,1,0
108,서울,2023-01-07 00:11,1,0
108,서울,2023-01-07 00:12,1,0
108,서울,2023-01-07 00:13,1,0
108,서울,2023-01-07 00:14,1,0
108,서울,2023-01-07 00:15,1,0
108,서울,2023-01-07 00:16,1,0
108,서울,2023-01-07 00:17,1.1,0
108,서울,2023-01-07 00:18,1.1,0
108,서울,2023-01-07 00:19,1.1,0
108,서울,2023-01-07 00:20,1.1,0
108,서울,2023-01-07 00:21,1.1,0
108,서울,2023-01-07 00:22,1.1,0
108,서울,2023-01-07 00:23,1.1,0
108,서울,2023-01-07 00:24,1.1,0
108,서울,2023-01-07 00:25,1.1,0
108,서울,2023-01-07 00:26,1.1,0
108,서울,2023-01-07 00:27,1.1,0
108,서울,2023-01-07 00:28,1.1,0
108,서울,2023-01-07 00:29,1.1,0
108,서울,2023-01-07 00:30,1.1,0
108,서울,2023-01-07 00:31,1.1,0
108,서울,2023-01-07 00:32,1.1,0
108,서울,2023-01-07 00:33,1.1,0
108,서울,2023-01-07 00:34,1.1,0
108,서울,2023-01-07 00:35,1.1,0
108,서울,2023-01-07 00:36,1.1,0
108,서울,2023-01-07 00:37,1.1,0
108,서울,2023-01-07 00:38,1.1,0
108,서울,2023-01-07 00:39,1.1,0
108,서울,2023-01-07 00:40,1.1,0
108,서울,2023-01-07 00:41,1.1,0
108,서울,2023-01-07 00:42,1.1,0
108,서울,2023-01-07 00:43,1.1,0
108,서울,2023-01-07 00:44,1.1,0
108,서울,2023-01-07 00:45,1.1,0
108,서울,2023-01-07 00:46,1.1,0
108,서울,2023-01-07 00:47,1.1,0
108,서울,2023-01-07 00:48,1.1,0
108,서울,2023-01-07 00:49,1.1,0
108,서울,2023-01-07 00:50,1.1,0
108,서울,2023-01-07 00:51,1.1,0
108,서울,2023-01-07 00:52,1.1,0
108,서울,2023-01-07 00:53,1.1,0
108,서울,2023-01-07 00:54,1.1,0
108,서울,2023-01-07 00:55,1.1,0
108,서울,2023-01-07 00:56,1.2,0
108,서울,2023-01-07 00:57,1.2,0
108,서울,2023-01-07 00:58,1.2,0
108,서울,2023-01-07 00:59,1.1,0
108,서울,2023-01-07 01:00,1.2,0
108,서울,2023-01-07 01:01,1.1,0
108,서울,2023-01-07 01:02,1.1,0
108,서울,2023-01-07 01:03,1.1,0
108,서울,2023-01-07 01:04,1.1,0
108,서울,2023-01-07 01:05,1.1,0
108,서울,2023-01-07 01:06,1.1,0
108,서울,2023-01-07 01:07,1.1,0
108,서울,2023-01-07 01:08,1.1,0
108,서울,2023-01-07 01:09,1.1,0
108,서울,2023-01-07 01:10,1.1,0
108,서울,2023-01-07 01:11,1.2,0
108,서울,2023-01-07 01:12,1.2,0
108,서울,2023-01-07 01:13,1.2,0
108,서울,2023-01-07 01:14,1.2,0
108,서울,2023-01-07 01:15,1.2,0
108,서울,2023-01-07 01:16,1.2,0
108,서울,2023-01-07 01:17,1.2,0
108,서울,2023-01-07 01:18,1.2,0
108,서울,2023-01-07 01:19,1.2,0
108,서울,2023-01-07 01:20,1.2,0
108,서울,2023-01-07 01:21,1.2,0
108,서울,2023-01-07 01:22,1.2,0
108,서울,2023-01-07 01:23,1.2,0
108,서울,2023-01-07 01:24,1.2,0
108,서울,2023-01-07 01:25,1.2,0
108,서울,2023-01-07 01:26,1.2,0
108,서울,2023-01-07 01:27,1.2,0
108,서울,2023-01-07 01:28,1.2,0
108,서울,2023-01-07 01:29,1.2,0
108,서울,2023-01-07 01:30,1.2,0
108,서울,2023-01-07 01:31,1.2,0
108,서울,2023-01-07 01:32,1.2,0
108,서울,2023-01-07 01:33,1.2,0
108,서울,2023-01-07 01:34,1.2,0
108,서울,2023-01-07 01:35,1.2,0
108,서울,2023-01-07 01:36,1.2,0
108,서울,2023-01-07 01:37,1.2,0
108,서울,2023-01-07 01:38,1.2,0
108,서울,2023-01-07 01:39,1.2,0
108,서울,2023-01-07 01:40,1.2,0
108,서울,2023-01-07 01:41,1.2,0
108,서울,2023-01-07 01:42,1.2,0
108,서울,2023-01-07 01:43,1.2,0
108,서울,2023-01-07 01:44,1.2,0
108,서울,2023-01-07 01:45,1.2,0
108,서울,2023-01-07 01:46,1.2,0
108,서울,2023-01-07 01:47,1.2,0
108,서울,2023-01-07 01:48,1.2,0
108,서울,2023-01-07 01:49,1.2,0
108,서울,2023-01-07 01:50,1.2,0
108,서울,2023-01-07 01:51,1.2,0
108,서울,2023-01-07 01:52,1.2,0
108,서울,2023-01-07 01:53,1.2,0
108,서울,2023-01-07 01:54,1.2,0
108,서울,2023-01-07 01:55,1.2,0
108,서울,2023-01-07 01:56,1.2,0
108,서울,2023-01-07 01:57,1.2,0
108,서울,2023-01-07 01:58,1.2,0
108,서울,2023-01-07 01:59,1.2,0
108,서울,2023-01-07 02:00,1.2,0
108,서울,2023-01-07 02:01,1.2,0
108,서울,2023-01-07 02:02,1.2,0
108,서울,2023-01-07 02:03,1.3,0
108,서울,2023-01-07 02:04,1.3,0
108,서울,2023-01-07 02:05,1.3,0
108,서울,2023-01-07 02:06,1.3,0
108,서울,2023-01-07 02:07,1.3,0
108,서울,2023-01-07 02:08,1.3,0
108,서울,2023-01-07 02:09,1.3,0
108,서울,2023-01-07 02:10,1.3,0
108,서울,2023-01-07 02:11,1.3,0
108,서울,2023-01-07 02:12,1.3,0
108,서울,2023-01-07 02:13,1.3,0
108,서울,2023-01-07 02:14,1.3,0
108,서울,2023-01-07 02:15,1.3,0
108,서울,2023-01-07 02:16,1.3,0
108,서울,2023-01-07 02:17,1.3,0
108,서울,2023-01-07 02:18,1.3,0
108,서울,2023-01-07 02:19,1.3,0
108,서울,2023-01-07 02:20,1.3,0
108,서울,2023-01-07 02:21,1.3,0
108,서울,2023-01-07 02:22,1.3,0
108,서울,2023-01-07 02:23,1.2,0
108,서울,2023-01-07 02:24,1.2,0
108,서울,2023-01-07 02:25,1.2,0
108,서울,2023-01-07 02:26,1.2,0
108,서울,2023-01-07 02:27,1.2,0
108,서울,2023-01-07 02:28,1.2,0
108,서울,2023-01-07 02:29,1.2,0
108,서울,2023-01-07 02:30,1.3,0
108,서울,2023-01-07 02:31,1.3,0
108,서울,2023-01-07 02:32,1.3,0
108,서울,2023-01-07 02:33,1.3,0
108,서울,2023-01-07 02:34,1.3,0
108,서울,2023-01-07 02:35,1.3,0
108,서울,2023-01-07 02:36,1.3,0
108,서울,2023-01-07 02:37,1.3,0
108,서울,2023-01-07 02:38,1.3,0
108,서울,2023-01-07 02:39,1.4,0
108,서울,2023-01-07 02:40,1.4,0
108,서울,2023-01-07 02:41,1.4,0
108,서울,2023-01-07 02:42,1.3,0
108,서울,2023-01-07 02:43,1.4,0
108,서울,2023-01-07 02:44,1.4,0
108,서울,2023-01-07 02:45,1.4,0
108,서울,2023-01-07 02:46,1.4,0
108,서울,2023-01-07 02:47,1.4,0
108,서울,2023-01-07 02:48,1.4,0
108,서울,2023-01-07 02:49,1.4,0
108,서울,2023-01-07 02:50,1.4,0
108,서울,2023-01-07 02:51,1.5,0
108,서울,2023-01-07 02:52,1.5,0
108,서울,2023-01-07 02:53,1.6,0
108,서울,2023-01-07 02:54,1.6,0
108,서울,2023-01-07 02:55,1.6,0
108,서울,2023-01-07 02:56,1.6,0
108,서울,2023-01-07 02:57,1.7,0
108,서울,2023-01-07 02:58,1.6,0
108,서울,2023-01-07 02:59,1.6,0
108,서울,2023-01-07 03:00,1.6,0
108,서울,2023-01-07 03:01,1.6,0
108,서울,2023-01-07 03:02,1.7,0
108,서울,2023-01-07 03:03,1.7,0
108,서울,2023-01-07 03:04,1.8,0
108,서울,2023-01-07 03:05,1.8,0
108,서울,2023-01-07 03:06,1.8,0
108,서울,2023-01-07 03:07,1.8,0
108,서울,2023-01-07 03:08,1.8,0
108,서울,2023-01-07 03:09,1.8,0
108,서울,2023-01-07 03:10,1.8,0
108,서울,2023-01-07 03:11,1.8,0
108,서울,2023-01-07 03:12,1.8,0
108,서울,2023-01-07 03:13,1.8,0
108,서울,2023-01-07 03:14,1.8,0
108,서울,2023-01-07 03:15,1.9,0
108,서울,2023-01-07 03:16,1.9,0
108,서울,2023-01-07 03:17,1.9,0
108,서울,2023-01-07 03:18,1.9,0
108,서울,2023-01-07 03:19,1.9,0
108,서울,2023-01-07 03:20,2,0
108,서울,2023-01-07 03:21,2,0
108,서울,2023-01-07 03:22,2,0
108,서울,2023-01-07 03:23,2,0
108,서울,2023-01-07 03:24,2,0
108,서울,2023-01-07 03:25,2,0
108,서울,2023-01-07 03:26,2,0
108,서울,2023-01-07 03:27,2,0
108,서울,2023-01-07 03:28,2,0
108,서울,2023-01-07 03:29,2,0
108,서울,2023-01-07 03:30,2,0
108,서울,2023-01-07 03:31,2,0
108,서울,2023-01-07 03:32,2,0
108,서울,2023-01-07 03:33,2,0
108,서울,2023-01-07 03:34,2,0
108,서울,2023-01-07 03:35,2.1,0
108,서울,2023-01-07 03:36,2.1,0
108,서울,2023-01-07 03:37,2.1,0
108,서울,2023-01-07 03:38,2.1,0
108,서울,2023-01-07 03:39,2.1,0
108,서울,2023-01-07 03:40,2.1,0
108,서울,2023-01-07 03:41,2.1,0
108,서울,2023-01-07 03:42,2.2,0
108,서울,2023-01-07 03:43,2.2,0
108,서울,2023-01-07 03:44,2.2,0
108,서울,2023-01-07 03:45,2.2,0
108,서울,2023-01-07 03:46,2.2,0
108,서울,2023-01-07 03:47,2.2,0
108,서울,2023-01-07 03:48,2.2,0
108,서울,2023-01-07 03:49,2.2,0
108,서울,2023-01-07 03:50,2.2,0
108,서울,2023-01-07 03:51,2.3,0
108,서울,2023-01-07 03:52,2.3,0
108,서울,2023-01-07 03:53,2.3,0
108,서울,2023-01-07 03:54,2.3,0
108,서울,2023-01-07 03:55,2.3,0
108,서울,2023-01-07 03:56,2.3,0
108,서울,2023-01-07 03:57,2.3,0
108,서울,2023-01-07 03:58,2.3,0
108,서울,2023-01-07 03:59,2.2,0
108,서울,2023-01-07 04:00,2.2,0
108,서울,2023-01-07 04:01,2.2,0
108,서울,2023-01-07 04:02,2.2,0
108,서울,2023-01-07 04:03,2.2,0
108,서울,2023-01-07 04:04,2.2,0
108,서울,2023-01-07 04:05,2.3,0
108,서울,2023-01-07 04:06,2.2,0
108,서울,2023-01-07 04:07,2.3,0
108,서울,2023-01-07 04:08,2.2,0
108,서울,2023-01-07 04:09,2.3,0
108,서울,2023-01-07 04:10,2.3,0
108,서울,2023-01-07 04:11,2.3,0
108,서울,2023-01-07 04:12,2.3,0
108,서울,2023-01-07 04:13,2.3,0
108,서울,2023-01-07 04:14,2.3,0
108,서울,2023-01-07 04:15,2.3,0
108,서울,2023-01-07 04:16,2.3,0
108,서울,2023-01-07 04:17,2.3,0
108,서울,2023-01-07 04:18,2.3,0
108,서울,2023-01-07 04:19,2.3,0
108,서울,2023-01-07 04:20,2.3,0
108,서울,2023-01-07 04:21,2.3,0
108,서울,2023-01-07 04:22,2.3,0
108,서울,2023-01-07 04:23,2.3,0
108,서울,2023-01-07 04:24,2.3,0
108,서울,2023-01-07 04:25,2.3,0
108,서울,2023-01-07 04:26,2.3,0
108,서울,2023-01-07 04:27,2.3,0
108,서울,2023-01-07 04:28,2.3,0
108,서울,2023-01-07 04:29,2.2,0
108,서울,2023-01-07 04:30,2.2,0
108,서울,2023-01-07 04:31,2.2,0
108,서울,2023-01-07 04:32,2.2,0
108,서울,2023-01-07 04:33,2.2,0
108,서울,2023-01-07 04:34,2.2,0
108,서울,2023-01-07 04:35,2.2,0
108,서울,2023-01-07 04:36,2.2,0
108,서울,2023-01-07 04:37,2.2,0
108,서울,2023-01-07 04:38,2.2,0
108,서울,2023-01-07 04:39,2.1,0
108,서울,2023-01-07 04:40,2.1,0
108,서울,2023-01-07 04:41,2.1,0
108,서울,2023-01-07 04:42,2.1,0
108,서울,2023-01-07 04:43,2.1,0
108,서울,2023-01-07 04:44,2.1,0
108,서울,2023-01-07 04:45,2.1,0
108,서울,2023-01-07 04:46,2.1,0
108,서울,2023-01-07 04:47,2.1,0
108,서울,2023-01-07 04:48,2.1,0
108,서울,2023-01-07 04:49,2.1,0
108,서울,2023-01-07 04:50,2.1,0
108,서울,2023-01-07 04:51,2,0
108,서울,2023-01-07 04:52,2,0
108,서울,2023-01-07 04:53,2,0
108,서울,2023-01-07 04:54,2,0
108,서울,2023-01-07 04:55,2,0
108,서울,2023-01-07 04:56,2,0
108,서울,2023-01-07 04:57,2,0
108,서울,2023-01-07 04:58,2,0
108,서울,2023-01-07 04:59,2,0
108,서울,2023-01-07 05:00,2,0
108,서울,2023-01-07 05:01,2,0
108,서울,2023-01-07 05:02,2,0
108,서울,2023-01-07 05:03,2,0
108,서울,2023-01-07 05:04,2,0
108,서울,2023-01-07 05:05,2,0
108,서울,2023-01-07 05:06,2,0
108,서울,2023-01-07 05:07,2,0
108,서울,2023-01-07 05:08,2,0
108,서울,2023-01-07 05:09,2,0
108,서울,2023-01-07 05:10,2,0
108,서울,2023-01-07 05:11,2,0
108,서울,2023-01-07 05:12,2,0
108,서울,2023-01-07 05:13,2,0
108,서울,2023-01-07 05:14,2,0
108,서울,2023-01-07 05:15,2,0
108,서울,2023-01-07 05:16,2,0
108,서울,2023-01-07 05:17,2,0
108,서울,2023-01-07 05:18,2,0
108,서울,2023-01-07 05:19,2,0
108,서울,2023-01-07 05:20,1.9,0
108,서울,2023-01-07 05:21,1.9,0
108,서울,2023-01-07 05:22,1.9,0
108,서울,2023-01-07 05:23,1.9,0
108,서울,2023-01-07 05:24,1.9,0
108,서울,2023-01-07 05:25,1.9,0
108,서울,2023-01-07 05:26,1.9,0
108,서울,2023-01-07 05:27,1.9,0
108,서울,2023-01-07 05:28,1.9,0
108,서울,2023-01-07 05:29,1.9,0
108,서울,2023-01-07 05:30,1.9,0
108,서울,2023-01-07 05:31,1.9,0
108,서울,2023-01-07 05:32,1.9,0
108,서울,2023-01-07 05:33,1.9,0
108,서울,2023-01-07 05:34,1.9,0
108,서울,2023-01-07 05:35,1.9,0
108,서울,2023-01-07 05:36,1.9,0
108,서울,2023-01-07 05:37,1.9,0
108,서울,2023-01-07 05:38,1.9,0
108,서울,2023-01-07 05:39,1.8,0
108,서울,2023-01-07 05:40,1.9,0
108,서울,2023-01-07 05:41,1.8,0
108,서울,2023-01-07 05:42,1.8,0
108,서울,2023-01-07 05:43,1.8,0
108,서울,2023-01-07 05:44,1.8,0
108,서울,2023-01-07 05:45,1.9,0
108,서울,2023-01-07 05:46,1.8,0
108,서울,2023-01-07 05:47,1.8,0
108,서울,2023-01-07 05:48,1.9,0
108,서울,2023-01-07 05:49,1.8,0
108,서울,2023-01-07 05:50,1.8,0
108,서울,2023-01-07 05:51,1.8,0
108,서울,2023-01-07 05:52,1.8,0
108,서울,2023-01-07 05:53,1.8,0
108,서울,2023-01-07 05:54,1.8,0
108,서울,2023-01-07 05:55,1.8,0
108,서울,2023-01-07 05:56,1.8,0
108,서울,2023-01-07 05:57,1.8,0
108,서울,2023-01-07 05:58,1.8,0
108,서울,2023-01-07 05:59,1.8,0
108,서울,2023-01-07 06:00,1.8,0
108,서울,2023-01-07 06:01,1.8,0
108,서울,2023-01-07 06:02,1.8,0
108,서울,2023-01-07 06:03,1.8,0
108,서울,2023-01-07 06:04,1.8,0
108,서울,2023-01-07 06:05,1.8,0
108,서울,2023-01-07 06:06,1.8,0
108,서울,2023-01-07 06:07,1.8,0
108,서울,2023-01-07 06:08,1.8,0
108,서울,2023-01-07 06:09,1.8,0
108,서울,2023-01-07 06:10,1.8,0
108,서울,2023-01-07 06:11,1.8,0
108,서울,2023-01-07 06:12,1.8,0
108,서울,2023-01-07 06:13,1.8,0
108,서울,2023-01-07 06:14,1.8,0
108,서울,2023-01-07 06:15,1.8,0
108,서울,2023-01-07 06:16,1.8,0
108,서울,2023-01-07 06:17,1.8,0
108,서울,2023-01-07 06:18,1.8,0
108,서울,2023-01-07 06:19,1.8,0
108,서울,2023-01-07 06:20,1.8,0
108,서울,2023-01-07 06:21,1.8,0
108,서울,2023-01-07 06:22,1.8,0
108,서울,2023-01-07 06:23,1.8,0
108,서울,2023-01-07 06:24,1.8,0
108,서울,2023-01-07 06:25,1.8,0
108,서울,2023-01-07 06:26,1.8,0
108,서울,2023-01-07 06:27,1.8,0
108,서울,2023-01-07 06:28,1.8,0
108,서울,2023-01-07 06:29,1.8,0
108,서울,2023-01-07 06:30,1.8,0
108,서울,2023-01-07 06:31,1.8,0
108,서울,2023-01-07 06:32,1.8,0
108,서울,2023-01-07 06:33,1.8,0
108,서울,2023-01-07 06:34,1.8,0
108,서울,2023-01-07 06:35,1.8,0
108,서울,2023-01-07 06:36,1.8,0
108,서울,2023-01-07 06:37,1.8,0
108,서울,2023-01-07 06:38,1.8,0
108,서울,2023-01-07 06:39,1.8,0
108,서울,2023-01-07 06:40,1.8,0
108,서울,2023-01-07 06:41,1.8,0
108,서울,2023-01-07 06:42,1.8,0
108,서울,2023-01-07 06:43,1.8,0
108,서울,2023-01-07 06:44,1.8,0
108,서울,2023-01-07 06:45,1.8,0
108,서울,2023-01-07 06:46,1.8,0
108,서울,2023-01-07 06:47,1.8,0
108,서울,2023-01-07 06:48,1.8,0
108,서울,2023-01-07 06:49,1.8,0
108,서울,2023-01-07 06:50,1.8,0
108,서울,2023-01-07 06:51,1.8,0
108,서울,2023-01-07 06:52,1.8,0
108,서울,2023-01-07 06:53,1.8,0
108,서울,2023-01-07 06:54,1.8,0
108,서울,2023-01-07 06:55,1.8,0
108,서울,2023-01-07 06:56,1.8,0
108,서울,2023-01-07 06:57,1.8,0
108,서울,2023-01-07 06:58,1.8,0
108,서울,2023-01-07 06:59,1.8,0
108,서울,2023-01-07 07:00,1.8,0
108,서울,2023-01-07 07:01,1.8,0
108,서울,2023-01-07 07:02,1.8,0
108,서울,2023-01-07 07:03,1.8,0
108,서울,2023-01-07 07:04,1.8,0
108,서울,2023-01-07 07:05,1.8,0
108,서울,2023-01-07 07:06,1.8,0
108,서울,2023-01-07 07:07,1.8,0
108,서울,2023-01-07 07:08,1.8,0
108,서울,2023-01-07 07:09,1.8,0
108,서울,2023-01-07 07:10,1.8,0
108,서울,2023-01-07 07:11,1.7,0
108,서울,2023-01-07 07:12,1.7,0
108,서울,2023-01-07 07:13,1.7,0
108,서울,2023-01-07 07:14,1.7,0
108,서울,2023-01-07 07:15,1.7,0
108,서울,2023-01-07 07:16,1.7,0
108,서울,2023-01-07 07:17,1.7,0
108,서울,2023-01-07 07:18,1.7,0
108,서울,2023-01-07 07:19,1.7,0
108,서울,2023-01-07 07:20,1.7,0
108,서울,2023-01-07 07:21,1.7,0
108,서울,2023-01-07 07:22,1.7,0
108,서울,2023-01-07 07:23,1.7,0
108,서울,2023-01-07 07:24,1.7,0
108,서울,2023-01-07 07:25,1.7,0
108,서울,2023-01-07 07:26,1.7,0
108,서울,2023-01-07 07:27,1.7,0
108,서울,2023-01-07 07:28,1.7,0
108,서울,2023-01-07 07:29,1.7,0
108,서울,2023-01-07 07:30,1.7,0
108,서울,2023-01-07 07:31,1.7,0
108,서울,2023-01-07 07:32,1.7,0
108,서울,2023-01-07 07:33,1.7,0
108,서울,2023-01-07 07:34,1.7,0
108,서울,2023-01-07 07:35,1.7,0
108,서울,2023-01-07 07:36,1.7,0
108,서울,2023-01-07 07:37,1.7,0
108,서울,2023-01-07 07:38,1.7,0
108,서울,2023-01-07 07:39,1.7,0
